ID	Source	SOURCE_coord	Dest	DEST_coord  count
846	Minneapolis-St. Paul-Bloomington, MN-WI Metro Area	 44.9772995,-93.2654692	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	1173
847	Minneapolis-St. Paul-Bloomington, MN-WI Metro Area	 44.9772995,-93.2654692	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	2808
848	Minneapolis-St. Paul-Bloomington, MN-WI Metro Area	 44.9772995,-93.2654692	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	1178
849	Minneapolis-St. Paul-Bloomington, MN-WI Metro Area	 44.9772995,-93.2654692	Rochester, MN Metro Area	 44.0234387,-92.4630182	1613
850	Minneapolis-St. Paul-Bloomington, MN-WI Metro Area	 44.9772995,-93.2654692	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	1665
851	Minneapolis-St. Paul-Bloomington, MN-WI Metro Area	 44.9772995,-93.2654692	St. Cloud, MN Metro Area	 45.5616075,-94.1642004	7697
852	Minneapolis-St. Paul-Bloomington, MN-WI Metro Area	 44.9772995,-93.2654692	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	1285
853	Mobile, AL Metro Area	 39.092585,-84.853229	Birmingham-Hoover, AL Metro Area	 33.570499,-86.765783	1036
854	Mobile, AL Metro Area	 39.092585,-84.853229	Daphne-Fairhope-Foley, AL Metro Area	 30.6035255,-87.9036047	1395
855	Mobile, AL Metro Area	 39.092585,-84.853229	Gulfport-Biloxi-Pascagoula, MS Metro Area	 30.3674198,-89.0928155	1142
856	Modesto, CA Metro Area	 37.6390972,-120.9968782	Merced, CA Metro Area	 37.3029568,-120.4843269	1957
857	Modesto, CA Metro Area	 37.6390972,-120.9968782	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	1434
858	Modesto, CA Metro Area	 37.6390972,-120.9968782	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	1616
859	Modesto, CA Metro Area	 37.6390972,-120.9968782	Stockton-Lodi, CA Metro Area	 38.1341, -121.2722	3118
860	Monroe, MI Metro Area	 41.9145037,-83.3968252	Detroit-Warren-Dearborn, MI Metro Area	 42.3315509,-83.0466403	1722
861	Monroe, MI Metro Area	 41.9145037,-83.3968252	Toledo, OH Metro Area	 41.6786754,-83.5127283	1417
862	Montgomery, AL Metro Area	 40.85239,-78.266098	Auburn-Opelika, AL Metro Area	 41.4767352,-81.1443658	1007
863	Montgomery, AL Metro Area	 40.85239,-78.266098	Birmingham-Hoover, AL Metro Area	 33.570499,-86.765783	2676
864	Morgantown, WV Metro Area	 39.6296809,-79.9559437	Pittsburgh, PA Metro Area	 40.4416941,-79.9900861	1073
865	Morristown, TN Metro Area	 36.2139814,-83.2948923	Knoxville, TN Metro Area	 35.9603948,-83.9210261	1111
866	Mount Vernon-Anacortes, WA Metro Area	 48.4200462,-122.32642	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	2160
867	Muncie, IN Metro Area	 40.1936683,-85.3865114	Indianapolis-Carmel-Anderson, IN Metro Area	 39.7683331,-86.1583502	2626
868	Muskegon, MI Metro Area	 43.2341813,-86.2483921	Grand Rapids-Wyoming, MI Metro Area	 42.9142413,-85.533004	2766
869	Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area	 33.6956461,-78.8900409	Columbia, SC Metro Area	 34.0007493,-81.0343313	1518
870	Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area	 33.6956461,-78.8900409	Wilmington, NC Metro Area	 34.2257282,-77.9447107	2231
871	Napa, CA Metro Area	 38.2975,-122.2869	Vallejo-Fairfield, CA Metro Area	 38.1040864,-122.2566367	2136
872	Naples-Immokalee-Marco Island, FL Metro Area	 26.1421976,-81.7942944	Cape Coral-Fort Myers, FL Metro Area	 26.6059432,-81.9806771	4038
873	Naples-Immokalee-Marco Island, FL Metro Area	 26.1421976,-81.7942944	Jacksonville, FL Metro Area	 30.3321838,-81.655651	1162
874	Naples-Immokalee-Marco Island, FL Metro Area	 26.1421976,-81.7942944	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	1235
875	Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area	 36.1622296,-86.7743531	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	2219
876	Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area	 36.1622296,-86.7743531	Bowling Green, KY Metro Area	 36.9903199,-86.4436018	1431
877	Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area	 36.1622296,-86.7743531	Chattanooga, TN-GA Metro Area	 35.0456297,-85.3096801	1898
878	Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area	 36.1622296,-86.7743531	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	1091
879	Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area	 36.1622296,-86.7743531	Clarksville, TN-KY Metro Area	 36.5277607,-87.3588703	1528
880	Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area	 36.1622296,-86.7743531	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	1234
881	Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area	 36.1622296,-86.7743531	Knoxville, TN Metro Area	 35.9603948,-83.9210261	3028
882	Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area	 36.1622296,-86.7743531	Memphis, TN-MS-AR Metro Area	 35.1490215,-90.0516285	2418
883	Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area	 36.1622296,-86.7743531	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	1042
884	Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area	 36.1622296,-86.7743531	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	1185
885	New Haven-Milford, CT Metro Area	 41.3083,-72.9279	Boston-Cambridge-Newton, MA-NH Metro Area	 42.3602534,-71.0582912	1612
886	New Haven-Milford, CT Metro Area	 41.3083,-72.9279	Bridgeport-Stamford-Norwalk, CT Metro Area	 41.1792,-73.1894	4476
887	New Haven-Milford, CT Metro Area	 41.3083,-72.9279	Hartford-West Hartford-East Hartford, CT Metro Area	 33.4700252,-84.63344	7182
888	New Haven-Milford, CT Metro Area	 41.3083,-72.9279	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	2520
889	New Haven-Milford, CT Metro Area	 41.3083,-72.9279	Norwich-New London, CT Metro Area	 41.3557,-72.0995	1621
890	New Haven-Milford, CT Metro Area	 41.3083,-72.9279	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	1010
891	New Orleans-Metairie, LA Metro Area	 29.9499323,-90.0701156	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	1479
892	New Orleans-Metairie, LA Metro Area	 29.9499323,-90.0701156	Baton Rouge, LA Metro Area	 30.4459596,-91.18738	6429
893	New Orleans-Metairie, LA Metro Area	 29.9499323,-90.0701156	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	1146
894	New Orleans-Metairie, LA Metro Area	 29.9499323,-90.0701156	Gulfport-Biloxi-Pascagoula, MS Metro Area	 30.3674198,-89.0928155	1387
895	New Orleans-Metairie, LA Metro Area	 29.9499323,-90.0701156	Hammond, LA Metro Area	 41.5833658,-87.500043	3330
896	New Orleans-Metairie, LA Metro Area	 29.9499323,-90.0701156	Houma-Thibodaux, LA Metro Area	 29.5957696,-90.7195348	1237
897	New Orleans-Metairie, LA Metro Area	 29.9499323,-90.0701156	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	2645
898	New Orleans-Metairie, LA Metro Area	 29.9499323,-90.0701156	Lafayette, LA Metro Area	 30.2240897,-92.0198427	1490
899	New Orleans-Metairie, LA Metro Area	 29.9499323,-90.0701156	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	1025
900	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Albany-Schenectady-Troy, NY Metro Area	 42.6511674,-73.754968	9878
901	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Allentown-Bethlehem-Easton, PA-NJ Metro Area	 40.6022059,-75.4712794	9289
902	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Ann Arbor, MI Metro Area	 42.2681569,-83.7312291	1236
903	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	11073
904	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Atlantic City-Hammonton, NJ Metro Area	 39.3642852,-74.4229351	2581
905	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Austin-Round Rock, TX Metro Area	 30.2711286,-97.7436995	3096
906	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Baltimore-Columbia-Towson, MD Metro Area	 39.2908816,-76.610759	7262
907	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Binghamton, NY Metro Area	 42.096968,-75.914341	4124
908	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Boston-Cambridge-Newton, MA-NH Metro Area	 42.3602534,-71.0582912	14779
909	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Bridgeport-Stamford-Norwalk, CT Metro Area	 41.1792,-73.1894	12488
910	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Buffalo-Cheektowaga-Niagara Falls, NY Metro Area	 42.8867166,-78.8783922	5051
911	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Cape Coral-Fort Myers, FL Metro Area	 26.6059432,-81.9806771	2555
912	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Charleston-North Charleston, SC Metro Area	 32.7876012,-79.9402728	1967
913	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	6989
914	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	7153
915	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Cincinnati, OH-KY-IN Metro Area	 39.1014537,-84.5124602	1492
916	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Cleveland-Elyria, OH Metro Area	 41.5051613,-81.6934446	1947
917	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Columbia, SC Metro Area	 34.0007493,-81.0343313	1485
918	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Columbus, OH Metro Area	 39.9622601,-83.0007065	2053
919	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	5911
920	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Deltona-Daytona Beach-Ormond Beach, FL Metro Area	 28.9005446,-81.2636738	2237
921	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Denver-Aurora-Lakewood, CO Metro Area	 39.7348381,-104.9653271	2436
922	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Detroit-Warren-Dearborn, MI Metro Area	 42.3315509,-83.0466403	1904
923	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Durham-Chapel Hill, NC Metro Area	 36.0181316,-78.8751582	2110
924	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	East Stroudsburg, PA Metro Area	 40.9995386,-75.1812913	2760
925	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Greensboro-High Point, NC Metro Area	 36.0726355,-79.7919754	1433
926	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Harrisburg-Carlisle, PA Metro Area	 40.2663107,-76.8861122	1836
927	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Hartford-West Hartford-East Hartford, CT Metro Area	 33.4700252,-84.63344	4511
928	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Honolulu, HI Metro Area	 21.3250785,-157.846644178573	1479
929	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	5934
930	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Ithaca, NY Metro Area	 42.4396039,-76.4968019	2071
931	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Jacksonville, FL Metro Area	 30.3321838,-81.655651	2095
932	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Kansas City, MO-KS Metro Area	 39.100105,-94.5781416	1158
933	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Killeen-Temple, TX Metro Area	 31.1171441,-97.727796	1047
934	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Kingston, NY Metro Area	 41.9287812,-74.0023702	4860
935	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Lakeland-Winter Haven, FL Metro Area	 28.0470734,-81.9539892	1196
936	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Lancaster, PA Metro Area	 40.03813,-76.3056686	1127
937	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	2199
938	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	13816
939	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	23221
940	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Minneapolis-St. Paul-Bloomington, MN-WI Metro Area	 44.9772995,-93.2654692	1526
941	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area	 33.6956461,-78.8900409	2294
942	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Naples-Immokalee-Marco Island, FL Metro Area	 26.1421976,-81.7942944	1192
943	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area	 36.1622296,-86.7743531	1474
944	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	New Haven-Milford, CT Metro Area	 41.3083,-72.9279	4000
945	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	New Orleans-Metairie, LA Metro Area	 29.9499323,-90.0701156	1237
946	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	North Port-Sarasota-Bradenton, FL Metro Area	 27.044224,-82.2359254	2613
947	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Norwich-New London, CT Metro Area	 41.3557,-72.0995	1067
948	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	10986
949	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Palm Bay-Melbourne-Titusville, FL Metro Area	 28.0331886,-80.6429695	1694
950	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	27934
951	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	5153
952	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Pittsburgh, PA Metro Area	 40.4416941,-79.9900861	3035
953	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Port St. Lucie, FL Metro Area	 27.2939333,-80.3503283	2049
954	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	1420
955	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Providence-Warwick, RI-MA Metro Area	 41.8240,-71.4128	4860
956	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Raleigh, NC Metro Area	 35.7803977,-78.6390989	3646
957	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Reading, PA Metro Area	 40.335345,-75.9279495	1998
958	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Richmond, VA Metro Area	 37.5407,-77.4360	3219
959	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	1363
960	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Rochester, NY Metro Area	 43.1854754,-77.6106861508176	5231
961	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Salisbury, MD-DE Metro Area	 38.3662114,-75.6008881	1222
962	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	San Antonio-New Braunfels, TX Metro Area	 29.4246002,-98.4951405	1260
963	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	3436
964	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	8361
965	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	2350
966	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	San Juan-Carolina-Caguas, PR Metro Area	 18.4655,-66.1057	2130
967	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Scranton--Wilkes-Barre--Hazleton, PA Metro Area	 41.4086874,-75.6621294	4167
968	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	3756
969	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Springfield, MA Metro Area	 42.1014831,-72.589811	2092
970	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	St. Louis, MO-IL Metro Area	 38.6268039,-90.1994097	1625
971	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	State College, PA Metro Area	 40.7944504,-77.8616386	1485
972	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Syracuse, NY Metro Area	 43.0481221,-76.1474244	4581
973	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	8279
974	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Trenton, NJ Metro Area	 40.2170575,-74.7429463	10268
975	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Tucson, AZ Metro Area	 32.2218917,-110.9262353	1027
976	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Utica-Rome, NY Metro Area	 43.1009031,-75.2326641	2536
977	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Vineland-Bridgeton, NJ Metro Area	 39.473152,-75.0020265495217	2252
978	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	3950
979	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	16307
980	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	Worcester, MA-CT Metro Area	 42.2625932,-71.8022934	1268
981	Niles-Benton Harbor, MI Metro Area	 41.8297694,-86.2541768	South Bend-Mishawaka, IN-MI Metro Area	 41.6833813,-86.2500066	1057
982	North Port-Sarasota-Bradenton, FL Metro Area	 27.044224,-82.2359254	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	1119
983	North Port-Sarasota-Bradenton, FL Metro Area	 27.044224,-82.2359254	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	2103
984	North Port-Sarasota-Bradenton, FL Metro Area	 27.044224,-82.2359254	Punta Gorda, FL Metro Area	 26.9297836,-82.0453664	2284
985	North Port-Sarasota-Bradenton, FL Metro Area	 27.044224,-82.2359254	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	3173
986	Norwich-New London, CT Metro Area	 41.3557,-72.0995	Hartford-West Hartford-East Hartford, CT Metro Area	 33.4700252,-84.63344	2489
987	Norwich-New London, CT Metro Area	 41.3557,-72.0995	Providence-Warwick, RI-MA Metro Area	 41.8240,-71.4128	1072
988	Norwich-New London, CT Metro Area	 41.3557,-72.0995	Worcester, MA-CT Metro Area	 42.2625932,-71.8022934	1484
989	Ocala, FL Metro Area	 29.1924213,-82.1352047	Jacksonville, FL Metro Area	 30.3321838,-81.655651	1058
990	Ocala, FL Metro Area	 29.1924213,-82.1352047	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	1456
991	Ocala, FL Metro Area	 29.1924213,-82.1352047	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	2642
992	Odessa, TX Metro Area	 31.8457149,-102.367687	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	1174
993	Odessa, TX Metro Area	 31.8457149,-102.367687	Midland, TX Metro Area	 31.9973662,-102.0779482	1173
994	Ogden-Clearfield, UT Metro Area	 41.2230048,-111.9738429	Logan, UT-ID Metro Area	 41.7313447,-111.8348631	2003
995	Ogden-Clearfield, UT Metro Area	 41.2230048,-111.9738429	Provo-Orem, UT Metro Area	 40.2338438,-111.6585337	2473
996	Ogden-Clearfield, UT Metro Area	 41.2230048,-111.9738429	Salt Lake City, UT Metro Area	 40.7670126,-111.8904308	6504
997	Oklahoma City, OK Metro Area	 35.4729886,-97.5170536	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	3134
998	Oklahoma City, OK Metro Area	 35.4729886,-97.5170536	Denver-Aurora-Lakewood, CO Metro Area	 39.7348381,-104.9653271	1074
999	Oklahoma City, OK Metro Area	 35.4729886,-97.5170536	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	1261
1000	Oklahoma City, OK Metro Area	 35.4729886,-97.5170536	Lawton, OK Metro Area	 34.6086854,-98.3903305	1270
1001	Oklahoma City, OK Metro Area	 35.4729886,-97.5170536	Tulsa, OK Metro Area	 36.1556805,-95.9929113	3683
1002	Olympia-Tumwater, WA Metro Area	 47.0451022,-122.8950075	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	4322
1003	Omaha-Council Bluffs, NE-IA Metro Area	 41.2587317,-95.9378732	Kansas City, MO-KS Metro Area	 39.100105,-94.5781416	1315
1004	Omaha-Council Bluffs, NE-IA Metro Area	 41.2587317,-95.9378732	Lincoln, NE Metro Area	 40.8,-96.667821	4438
1005	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	2707
1006	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Boston-Cambridge-Newton, MA-NH Metro Area	 42.3602534,-71.0582912	1064
1007	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Cape Coral-Fort Myers, FL Metro Area	 26.6059432,-81.9806771	1433
1008	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	1009
1009	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	1448
1010	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	1245
1011	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Deltona-Daytona Beach-Ormond Beach, FL Metro Area	 28.9005446,-81.2636738	6959
1012	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Gainesville, FL Metro Area	 29.67357765,-82.3233746019217	1529
1013	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	2008
1014	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Jacksonville, FL Metro Area	 30.3321838,-81.655651	3593
1015	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Lakeland-Winter Haven, FL Metro Area	 28.0470734,-81.9539892	5924
1016	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	1058
1017	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	9947
1018	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area	 36.1622296,-86.7743531	1140
1019	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	3788
1020	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	North Port-Sarasota-Bradenton, FL Metro Area	 27.044224,-82.2359254	1410
1021	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	Ocala, FL Metro Area	 29.1924213,-82.1352047	2268
