Metro,Degree,Eigenvector,Closeness,Betweenness,Harmonic
"Harrisburg-Carlisle, PA Metro Area",0.8312342569269521,0.018458253658344477,1365.0246478805248,0.0025506958756329034,625444.3760460088
"Hattiesburg, MS Metro Area",0.3929471032745592,0.021266047134866486,1429.2521456851766,0.0,836503.5281795581
"Hinesville, GA Metro Area",0.5541561712846348,0.009667663618622029,822.4879407441297,0.0,460785.6348507104
"Houma-Thibodaux, LA Metro Area",0.28211586901763225,0.0052703204924026146,900.0349988146875,0.0,326164.45659559994
"Huntsville, AL Metro Area",0.7884130982367757,0.02021428154146587,1468.1997176788734,0.0,726975.9325070091
"Macon, GA Metro Area",0.48110831234256923,0.01311625509279991,1207.2138234657791,0.0,569357.0965935109
"Montgomery, AL Metro Area",0.707808564231738,0.024250718811216612,1481.3768811587795,0.0,835095.4126099364
"Saginaw, MI Metro Area",0.41309823677581864,0.010589494914715749,1252.6182283002174,0.0,537629.2738239288
"Sebring, FL Metro Area",0.37279596977329976,0.007056189955868992,928.7186073420506,0.0,378105.22902507056
"Valdosta, GA Metro Area",0.5314861460957179,0.013907761202223095,1125.5806039840518,0.0,626310.6584123665
"Warner Robins, GA Metro Area",0.5516372795969773,0.012150312931181705,1063.1870751801964,0.0,553478.4711994969
"Beckley, WV Metro Area",0.36775818639798485,0.007143685041383736,998.0348525675289,0.0,438520.1329486274
"Bend-Redmond, OR Metro Area",0.42317380352644834,0.010605710974221296,1441.1566176189363,0.0,504436.4067809983
"Bremerton-Silverdale, WA Metro Area",0.7229219143576826,0.018779678678933646,1510.4890469668167,0.0,654294.6271102056
"Chico, CA Metro Area",0.4433249370277078,0.011811374342895153,1118.7819561662052,0.0,497979.4567304856
"Coeur d'Alene, ID Metro Area",0.41561712846347604,0.013076709577204627,1343.729316898214,0.0,607774.4516364656
"Elkhart-Goshen, IN Metro Area",0.4030226700251889,0.008097412918672676,1226.0819121862128,0.0,458792.22337459633
"Eugene, OR Metro Area",0.7279596977329975,0.01953014116538238,1544.0546606603375,0.0,667291.028802056
"Grants Pass, OR Metro Area",0.2871536523929471,0.005076511749225923,631.3457444110121,0.0,301763.16404774284
"Harrisonburg, VA Metro Area",0.4105793450881612,0.00954792555709099,805.8251130224487,0.0,547244.6034485404
"Lake Havasu City-Kingman, AZ Metro Area",0.6196473551637279,0.01891079310174261,1269.7098646165925,0.0,614927.9427983142
"Manhattan, KS Metro Area",0.6095717884130982,0.016109772209067206,1427.7553631923483,0.0,692434.4825019988
"Medford, OR Metro Area",0.48110831234256923,0.014484727164529483,1230.0249258197598,0.00246164414930158,632966.6656479151
"Pine Bluff, AR Metro Area",0.2518891687657431,0.005754388252251664,917.0396750425019,0.0,368770.95151573175
"Salem, OR Metro Area",0.5869017632241813,0.018900130362044895,1660.1542835088653,0.004974174999363917,753224.9794025987
"Spokane-Spokane Valley, WA Metro Area",0.8790931989924433,0.03421154440587262,1665.9959510466358,0.0,940076.8710705809
"Yakima, WA Metro Area",0.38287153652392947,0.006534735091392995,1063.667536265808,0.0,333277.4148181381
"Atlantic City-Hammonton, NJ Metro Area",0.40554156171284633,0.006117293993274763,1278.1514868780994,0.0,536458.1851024363
"Binghamton, NY Metro Area",0.5314861460957179,0.01281872166387652,1128.327756156071,0.0,653415.9579252347
"Bloomington, IN Metro Area",0.5642317380352645,0.017464306386095977,1144.8505346319591,0.0,701456.9835358561
"Cleveland, TN Metro Area",0.3929471032745592,0.007482679400054664,976.8833458109165,0.0,412396.58311402524
"Columbia, MO Metro Area",0.6599496221662469,0.020870956545091607,1206.8590096311234,0.0,741348.8978915289
"Davenport-Moline-Rock Island, IA-IL Metro Area",0.7229219143576826,0.018780265927620065,1493.46973375539,0.0,724526.2941580013
"Dover, DE Metro Area",0.48110831234256923,0.006148515354309888,1296.9492592959584,0.0,540435.0741461492
"Duluth, MN-WI Metro Area",0.5818639798488665,0.019136768436198468,1497.2398154321165,0.0,740136.940699855
"Durham-Chapel Hill, NC Metro Area",0.9773299748110831,0.030921902442883255,1612.5439114425103,1.2721675190189045e-05,781799.4095595712
"Elmira, NY Metro Area",0.30982367758186397,0.007275075664185603,1097.5204164425559,0.0,438450.10534643126
"Evansville, IN-KY Metro Area",0.5491183879093199,0.018247401350910443,1564.045903478187,0.0,750314.6399544701
"Glens Falls, NY Metro Area",0.31989924433249367,0.00762519041213858,945.3571694915996,0.0,424341.65763272595
"Grand Forks, ND-MN Metro Area",0.5012594458438288,0.016074290251748516,1122.8922314498661,0.0,700935.1077295105
"Greeley, CO Metro Area",0.6523929471032746,0.02048233633788403,1524.757856219924,0.0,801018.7891416318
"Greensboro-High Point, NC Metro Area",0.8564231738035264,0.02815252208788185,1635.1242230080957,0.0025125308500623363,834080.5363277845
"Iowa City, IA Metro Area",0.5869017632241813,0.018562423898460387,1171.3881937037931,0.0,715661.7235036488
"Ithaca, NY Metro Area",0.5566750629722922,0.009921672126542788,849.9224882850832,0.0,455111.57830970973
"Jackson, MI Metro Area",0.380352644836272,0.009337143701359522,1051.5491366443687,0.0,488315.43638556503
"Jefferson City, MO Metro Area",0.38287153652392947,0.01682190355514992,1524.6158219839263,0.0,727243.5471705898
"Jonesboro, AR Metro Area",0.3224181360201511,0.016411099496390642,1471.293376277382,0.0,741731.8554302196
"Kingston, NY Metro Area",0.4282115869017632,0.008930243651905131,1422.3361774808047,0.0,701887.5854361762
"La Crosse-Onalaska, WI-MN Metro Area",0.4105793450881612,0.014331704816973708,1221.820465049583,0.0,669318.3409067596
"Lafayette-West Lafayette, IN Metro Area",0.7027707808564232,0.023628610906733197,1284.01878405151,0.0,804317.8330697574
"Lewiston-Auburn, ME Metro Area",0.3047858942065491,0.008001473234729703,1214.2191564494376,0.0,476176.253872963
"Logan, UT-ID Metro Area",0.4357682619647355,0.008361806448455883,841.0586506276946,0.0,427292.28067761945
"Michigan City-La Porte, IN Metro Area",0.29974811083123426,0.008679304563741084,731.3904325371116,0.0,564410.9845852144
"Modesto, CA Metro Area",0.5667506297229219,0.010733470057530644,1095.6511935149488,0.002436200798921202,497338.8440772591
"Niles-Benton Harbor, MI Metro Area",0.48614609571788414,0.005496285176723259,640.5636958122649,0.0,299150.33876759495
"Pittsfield, MA Metro Area",0.35012594458438284,0.004691736269389498,611.8972517906698,0.0,265137.28264117736
"Rapid City, SD Metro Area",0.5365239294710328,0.018394551652980366,1581.528277459867,0.0,774132.6613429752
"Salisbury, MD-DE Metro Area",0.5944584382871536,0.01502255313866562,1054.729525625505,0.0,605930.150635073
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1.105793450881612,0.04271425598995131,1912.8166812899892,0.005196804315192225,866022.0619022602
"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",0.7531486146095717,0.016355070456912223,1396.7834893144118,0.0,656182.6054932313
"Sebastian-Vero Beach, FL Metro Area",0.5012594458438288,0.006878980882472299,575.1439408866472,0.0,327139.4130412971
"Spartanburg, SC Metro Area",0.5516372795969773,0.012059325674829778,1221.4064299728939,0.0,572291.9368013327
"Springfield, IL Metro Area",0.47858942065491183,0.012316479773783135,1312.150722763007,0.0,558508.0580663881
"Springfield, MO Metro Area",0.7884130982367757,0.044633662132919076,1860.39653681388,0.0,1101216.537537227
"Sumter, SC Metro Area",0.41309823677581864,0.006028062749301203,713.1362539285581,0.0,342832.2584077712
"The Villages, FL Metro Area",0.473551637279597,0.008534989432597492,553.9677679805764,0.0,386415.83799779695
"Yuba City, CA Metro Area",0.4534005037783375,0.006357538384224771,1070.945026733965,0.0,469107.2717144712
"Bellingham, WA Metro Area",0.49622166246851385,0.010023661564896645,1318.02374576804,0.0,657288.4984022884
"Billings, MT Metro Area",0.5113350125944585,0.018593602683504157,1590.2274445630578,0.0,775276.3047600803
"Carson City, NV Metro Area",0.2695214105793451,0.010241943867352285,873.7597346455728,0.0,541270.2178759022
"Cedar Rapids, IA Metro Area",0.5415617128463476,0.01334505623280232,1364.6800399103736,0.0,616898.5789212285
"Clarksville, TN-KY Metro Area",0.9899244332493703,0.02397743277613671,1747.066461371364,0.0,770979.305284611
"Fargo, ND-MN Metro Area",0.5289672544080605,0.031905018864553415,1682.260841123296,0.0,972642.810131101
"Farmington, NM Metro Area",0.327455919395466,0.005171271738667109,984.7648623406195,0.0,315663.27457232476
"Fayetteville-Springdale-Rogers, AR-MO Metro Area",0.7884130982367757,0.036092685081161625,1860.0162922130494,0.0,980780.5795482056
"Fort Smith, AR-OK Metro Area",0.5390428211586902,0.018071502415745424,1624.7560902669197,0.0,748278.3686570951
"Fort Wayne, IN Metro Area",0.6700251889168766,0.022539456934147162,1753.6446696966916,0.0,840951.8552416828
"Gainesville, FL Metro Area",0.760705289672544,0.020748378538736616,1538.768588429067,0.0,651310.7160070112
"Great Falls, MT Metro Area",0.4105793450881612,0.008722095766767581,1226.5862053427227,0.0,501082.41203590494
"Jackson, MS Metro Area",0.6977329974811083,0.03959392732566548,1984.8890835196555,0.0,1066161.5183184773
"Kennewick-Richland, WA Metro Area",0.4937027707808564,0.014277902488178035,1273.811819408302,0.0,615741.1953485211
"Kokomo, IN Metro Area",0.21158690176322417,0.005466681786170775,1046.6627122875936,0.0,338386.02335587447
"Lafayette, LA Metro Area",0.5465994962216625,0.023196105992742213,1479.862496635107,0.0,805199.503211159
"Lincoln, NE Metro Area",0.6801007556675063,0.029980554947933807,1691.2512791466886,0.0,949182.2464478684
"Missoula, MT Metro Area",0.47103274559193953,0.018523890097103837,1591.2183723959301,0.0,779229.6030008986
"Mount Vernon-Anacortes, WA Metro Area",0.4005037783375315,0.007878265157309666,1110.0963354132557,0.0,472348.57493395585
"Napa, CA Metro Area",0.3904282115869018,0.004090130483974432,879.694904531366,0.0,281881.72678000585
"New Bern, NC Metro Area",0.5919395465994962,0.01196522543716422,1238.146343633492,0.0,538600.8116942144
"Ogden-Clearfield, UT Metro Area",0.8463476070528967,0.020068509402739586,1636.822013129253,2.544335038037809e-05,698132.08940133
"Olympia-Tumwater, WA Metro Area",0.6372795969773299,0.026029997902977567,1583.1198334134285,0.0,819847.8381501477
"Peoria, IL Metro Area",0.7027707808564232,0.014401910979767037,1514.7168551637506,0.0,590210.2404080374
"Pueblo, CO Metro Area",0.43073047858942065,0.010492771835302435,1114.085891366082,0.0,512857.33980207104
"Racine, WI Metro Area",0.380352644836272,0.006738151403100667,1180.9000313862387,0.0,469256.16091975226
"Santa Fe, NM Metro Area",0.5390428211586902,0.011453945755120735,1042.4222760490916,0.0,535212.6431471457
"Santa Rosa, CA Metro Area",0.6423173803526449,0.017416256063384455,1416.4685698494773,0.0,641513.5507373675
"Vallejo-Fairfield, CA Metro Area",0.7128463476070529,0.014814605632120129,1513.9830858732953,0.00246164414930158,694472.4789844612
"Visalia-Porterville, CA Metro Area",0.5239294710327456,0.009335920683867436,964.4206411700438,0.0,390572.9655780357
"Yuma, AZ Metro Area",0.5969773299748111,0.009334203266722126,927.8815602634237,0.0,448545.3133125358
"Hammond, LA Metro Area",0.22670025188916876,0.00534612031362179,789.5053740402113,0.0,493893.9957730399
"Johnson City, TN Metro Area",0.44836272040302266,0.009629877033658018,1079.03967150679,0.0,505412.7170333414
"Merced, CA Metro Area",0.38287153652392947,0.0070223002070868325,729.5713169560768,0.0,380430.1979135969
"Pocatello, ID Metro Area",0.31989924433249367,0.008351944665729732,1072.9594576599889,0.0,477145.34687313234
"Winston-Salem, NC Metro Area",0.8816120906801007,0.022275889838564177,1645.8240440256488,0.0,738554.8189892913
"Casper, WY Metro Area",0.3148614609571788,0.01085449235856263,1226.9895522491806,0.0,583440.1650107995
"Chambersburg-Waynesboro, PA Metro Area",0.36272040302267,0.004624703933989521,848.92063448469,0.0,241495.17951273054
"Charlottesville, VA Metro Area",0.7204030226700252,0.014365562407312352,994.7813443635315,0.0,623436.7800622567
"East Stroudsburg, PA Metro Area",0.35516372795969775,0.005212444941698959,958.0605908451262,0.0,535257.1692922654
"Elizabethtown-Fort Knox, KY Metro Area",0.5969773299748111,0.013412558946413557,1133.9806187127178,0.0,582858.7889590377
"Gettysburg, PA Metro Area",0.30982367758186397,0.0021675776746543527,650.6115739158868,0.0,239811.6553220633
"Hanford-Corcoran, CA Metro Area",0.4005037783375315,0.008346745042884894,886.7579470012905,0.0,404280.4438563209
"Morristown, TN Metro Area",0.35516372795969775,0.009221373545847008,983.6726571261214,0.0,491889.85374768643
"Ocean City, NJ Metro Area",0.36272040302267,0.002497763783152784,635.6160069702182,0.0,348297.72976148064
"Staunton-Waynesboro, VA Metro Area",0.3249370277078086,0.00617177727546032,753.2505116408602,0.0,370064.8031156056
"Stockton-Lodi, CA Metro Area",0.707808564231738,0.019382622696017288,1356.6277770936013,0.00010177340152151236,730422.4558524928
"Topeka, KS Metro Area",0.473551637279597,0.012308788498460968,1252.3054079800374,0.0,594277.3570899821
"Williamsport, PA Metro Area",0.3778337531486146,0.007469534039723376,1035.057749814652,0.0,447625.82452320907
"Fond du Lac, WI Metro Area",0.2720403022670025,0.005494081489631413,782.842115549103,0.0,357367.7764941462
"Grand Junction, CO Metro Area",0.508816120906801,0.016075777720103535,1233.358573249415,0.0,674801.4008790604
"Madera, CA Metro Area",0.2795969773299748,0.004182762146985326,1096.3777800725654,0.0,383014.12027402455
"Owensboro, KY Metro Area",0.26700251889168763,0.006462355856751919,1051.59790044509,0.0,414461.25876830844
"St. Cloud, MN Metro Area",0.38539042821158687,0.02292266495775761,1543.7161826510885,0.0,873073.9870189914
"Ames, IA Metro Area",0.47103274559193953,0.01839756984969438,1216.1774111192178,0.0,744009.0619416578
"Appleton, WI Metro Area",0.38287153652392947,0.008926227479459245,1415.4884220153922,0.0,486856.9912618835
"Danville, IL Metro Area",0.25692695214105793,0.0033658258668785167,707.2949358493385,0.0,222869.22702253057
"Dubuque, IA Metro Area",0.3375314861460957,0.007553231803231155,907.2854853847565,0.0,432685.38005829527
"Eau Claire, WI Metro Area",0.3350125944584383,0.018876525652990087,1395.3819287499148,0.0,784571.2667785966
"Oshkosh-Neenah, WI Metro Area",0.3904282115869018,0.011843125303981322,1265.5168106165386,0.0,593043.5208089529
"Rochester, MN Metro Area",0.526448362720403,0.015942803519630754,1486.1211775760544,0.0,685151.6950164472
"Sioux City, IA-NE-SD Metro Area",0.3778337531486146,0.01143598020554329,1376.379820979038,0.0,598997.3137688653
"Waterloo-Cedar Falls, IA Metro Area",0.44080604534005036,0.015278676539688183,1389.642872326216,0.0,700263.7708409888
"Wausau, WI Metro Area",0.31989924433249367,0.010863000444234407,1319.149144847373,0.0,569798.0894426598
"Bangor, ME Metro Area",0.4181360201511335,0.018341036383092278,1326.298972125422,0.0,775750.7434791874
"El Centro, CA Metro Area",0.29219143576826195,0.00423664494076868,908.2765411125066,0.0,295015.21703703835
"Greenville, NC Metro Area",0.43073047858942065,0.018257877704221055,1321.5802464543076,0.0,723311.9632776215
"Idaho Falls, ID Metro Area",0.3778337531486146,0.010839494220885136,1328.9554998143842,0.0,558754.024337671
"Janesville-Beloit, WI Metro Area",0.40554156171284633,0.006717123647106512,1078.1699779616802,0.0,349952.0960637481
"Lewiston, ID-WA Metro Area",0.2317380352644836,0.005489665918706545,926.3811854890953,0.0,365677.91421413294
"Rome, GA Metro Area",0.30226700251889166,0.009195103224277327,1030.4316552965772,0.0,466519.9042327827
"Battle Creek, MI Metro Area",0.45591939546599497,0.005815923236345015,1027.6559114076267,0.0,341047.7609463263
"Burlington, NC Metro Area",0.42317380352644834,0.004263424902983302,866.0512839011344,0.0,347354.3426624918
"Hickory-Lenoir-Morganton, NC Metro Area",0.6045340050377833,0.01764132540705253,1463.2717522950343,0.0,714279.6965534532
"Kankakee, IL Metro Area",0.3148614609571788,0.005242340021019762,959.8504940910326,0.0,525382.2220821448
"Muskegon, MI Metro Area",0.397984886649874,0.011717513043286673,1290.5703619198935,0.0,582938.6929625623
"Tuscaloosa, AL Metro Area",0.5994962216624685,0.013859765218476228,1128.8150099074605,0.0,576383.3852201254
"Bowling Green, KY Metro Area",0.4105793450881612,0.02029534497077893,1229.5874214780406,0.0,792588.8115058754
"Daphne-Fairhope-Foley, AL Metro Area",0.5113350125944585,0.009772481238510405,936.5912748422373,0.0,488985.23034293525
"Decatur, AL Metro Area",0.30730478589420657,0.005799639896664455,800.302819371816,0.0,356412.4217684401
"Gadsden, AL Metro Area",0.23425692695214106,0.007418800379132045,996.8457289853834,0.0,455490.7240820323
"Mobile, AL Metro Area",0.6649874055415617,0.008826282708373573,1112.6250176651165,0.0,420893.3367291406
"Kingsport-Bristol-Bristol, TN-VA Metro Area",0.5743073047858942,0.018901571303802427,1315.6272742990952,0.0,772026.9921415278
"Rocky Mount, NC Metro Area",0.327455919395466,0.00796323677826147,1247.446200670076,0.0,442019.5056154455
"Columbus, IN Metro Area",0.30226700251889166,0.005311992951249048,805.6889558792735,0.0,307822.2018536612
"Hot Springs, AR Metro Area",0.29219143576826195,0.009628826869246357,1093.9128897022424,0.0,507652.7536032577
"Jackson, TN Metro Area",0.4181360201511335,0.008321185211206254,1340.5758850537627,0.0,460555.7683234498
"Kahului-Wailuku-Lahaina, HI Metro Area",0.45591939546599497,0.005908794762942981,701.8322160110458,0.0,305912.95553129294
"Laredo, TX Metro Area",0.3224181360201511,0.004787721234449012,972.2720707463884,0.0,244697.833775681
"Wenatchee, WA Metro Area",0.2896725440806045,0.004403096404642806,1058.6859463406622,0.0,283487.22368904407
"Cumberland, MD-WV Metro Area",0.2795969773299748,0.004082502270568551,648.8844457167463,0.0,256125.58206499927
"St. George, UT Metro Area",0.3954659949622166,0.010618670309100324,1029.7630553370598,0.0,466520.0951348632
"St. Joseph, MO-KS Metro Area",0.3249370277078086,0.014174178613023202,1044.4666331923459,0.0,646458.5233071276
