Metros,Edge Betweenness
"('Tampa-St. Petersburg-Clearwater, FL Metro Area', 'Miami-Fort Lauderdale-West Palm Beach, FL Metro Area')",0.012487013505953808
"('Chicago-Naperville-Elgin, IL-IN-WI Metro Area', 'Milwaukee-Waukesha-West Allis, WI Metro Area')",0.012353818695223635
"('Cincinnati, OH-KY-IN Metro Area', 'Chicago-Naperville-Elgin, IL-IN-WI Metro Area')",0.012233943365566479
"('Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area', 'Pittsburgh, PA Metro Area')",0.0121740057007379
"('New York-Newark-Jersey City, NY-NJ-PA Metro Area', 'Orlando-Kissimmee-Sanford, FL Metro Area')",0.011954234263033112
"('Raleigh, NC Metro Area', 'Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area')",0.011035190068994912
"('Kansas City, MO-KS Metro Area', 'St. Louis, MO-IL Metro Area')",0.010988571885239351
"('Baltimore-Columbia-Towson, MD Metro Area', 'Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area')",0.010429153680172621
"(""Coeur d'Alene, ID Metro Area"", 'Spokane-Spokane Valley, WA Metro Area')",0.010142784837102747
"('San Diego-Carlsbad, CA Metro Area', 'Los Angeles-Long Beach-Anaheim, CA Metro Area')",0.010136125096566239
"('Columbia, SC Metro Area', 'Charlotte-Concord-Gastonia, NC-SC Metro Area')",0.010096166653347186
"('Milwaukee-Waukesha-West Allis, WI Metro Area', 'Chicago-Naperville-Elgin, IL-IN-WI Metro Area')",0.010089506912810678
"('Dallas-Fort Worth-Arlington, TX Metro Area', 'Atlanta-Sandy Springs-Roswell, GA Metro Area')",0.01007618743173766
"('San Francisco-Oakland-Hayward, CA Metro Area', 'San Jose-Sunnyvale-Santa Clara, CA Metro Area')",0.010029569247982099
"('Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area', 'Baltimore-Columbia-Towson, MD Metro Area')",0.009949652361543994
"('New York-Newark-Jersey City, NY-NJ-PA Metro Area', 'Cincinnati, OH-KY-IN Metro Area')",0.00992301339939796
"('Little Rock-North Little Rock-Conway, AR Metro Area', 'Dallas-Fort Worth-Arlington, TX Metro Area')",0.009909693918324943
"('Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area', 'Knoxville, TN Metro Area')",0.009789818588667785
"('Phoenix-Mesa-Scottsdale, AZ Metro Area', 'Chicago-Naperville-Elgin, IL-IN-WI Metro Area')",0.00966994325901063
"('Los Angeles-Long Beach-Anaheim, CA Metro Area', 'Phoenix-Mesa-Scottsdale, AZ Metro Area')",0.009649964037401104
"('San Francisco-Oakland-Hayward, CA Metro Area', 'Los Angeles-Long Beach-Anaheim, CA Metro Area')",0.009396893897013772
"('Dallas-Fort Worth-Arlington, TX Metro Area', 'Fayetteville-Springdale-Rogers, AR-MO Metro Area')",0.009370254934867739
"('Atlanta-Sandy Springs-Roswell, GA Metro Area', 'Dallas-Fort Worth-Arlington, TX Metro Area')",0.008571086070486695
"('Houston-The Woodlands-Sugar Land, TX Metro Area', 'Los Angeles-Long Beach-Anaheim, CA Metro Area')",0.008451210740829537
"('New York-Newark-Jersey City, NY-NJ-PA Metro Area', 'Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area')",0.008411252297610486
"('Dallas-Fort Worth-Arlington, TX Metro Area', 'Los Angeles-Long Beach-Anaheim, CA Metro Area')",0.008224779562588241
"('Champaign-Urbana, IL Metro Area', 'Chicago-Naperville-Elgin, IL-IN-WI Metro Area')",0.0077186392818135805
"('Sacramento--Roseville--Arden-Arcade, CA Metro Area', 'San Francisco-Oakland-Hayward, CA Metro Area')",0.007705319800740564
"('Riverside-San Bernardino-Ontario, CA Metro Area', 'Los Angeles-Long Beach-Anaheim, CA Metro Area')",0.007692000319667546
"('Portland-South Portland, ME Metro Area', 'Boston-Cambridge-Newton, MA-NH Metro Area')",0.007692000319667546
"('Huntsville, AL Metro Area', 'Birmingham-Hoover, AL Metro Area')",0.007678680838594529
"('Las Vegas-Henderson-Paradise, NV Metro Area', 'Los Angeles-Long Beach-Anaheim, CA Metro Area')",0.00767202109805802
"('Harrisburg-Carlisle, PA Metro Area', 'Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area')",0.007638722395375477
"('Stockton-Lodi, CA Metro Area', 'San Francisco-Oakland-Hayward, CA Metro Area')",0.007638722395375477
"('South Bend-Mishawaka, IN-MI Metro Area', 'Chicago-Naperville-Elgin, IL-IN-WI Metro Area')",0.0076054236926929334
"('Albuquerque, NM Metro Area', 'Phoenix-Mesa-Scottsdale, AZ Metro Area')",0.007598763952156425
"('Huntington-Ashland, WV-KY-OH Metro Area', 'Columbus, OH Metro Area')",0.007545486027864355
"('Boston-Cambridge-Newton, MA-NH Metro Area', 'Portland-South Portland, ME Metro Area')",0.007532166546791338
"('Seattle-Tacoma-Bellevue, WA Metro Area', 'Missoula, MT Metro Area')",0.00751884706571832
"('Chicago-Naperville-Elgin, IL-IN-WI Metro Area', 'South Bend-Mishawaka, IN-MI Metro Area')",0.00751884706571832
"('Los Angeles-Long Beach-Anaheim, CA Metro Area', 'Salt Lake City, UT Metro Area')",0.0074922081035722855
"('Boise City, ID Metro Area', 'Seattle-Tacoma-Bellevue, WA Metro Area')",0.00746556914142625
"('Chicago-Naperville-Elgin, IL-IN-WI Metro Area', 'Iowa City, IA Metro Area')",0.0074389301792802155
"('Chicago-Naperville-Elgin, IL-IN-WI Metro Area', 'Omaha-Council Bluffs, NE-IA Metro Area')",0.007392311995524654
"('Louisville/Jefferson County, KY-IN Metro Area', 'Indianapolis-Carmel-Anderson, IN Metro Area')",0.0073789925144516376
"('Cleveland-Elyria, OH Metro Area', 'Chicago-Naperville-Elgin, IL-IN-WI Metro Area')",0.007312395109086551
"('Madison, WI Metro Area', 'Chicago-Naperville-Elgin, IL-IN-WI Metro Area')",0.007259117184794481
"('Chicago-Naperville-Elgin, IL-IN-WI Metro Area', 'Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area')",0.0071059431524547806
"('Los Angeles-Long Beach-Anaheim, CA Metro Area', 'Boise City, ID Metro Area')",0.007039345747089694
"('Denver-Aurora-Lakewood, CO Metro Area', 'Albuquerque, NM Metro Area')",0.006326753509683263
"('Dallas-Fort Worth-Arlington, TX Metro Area', 'Seattle-Tacoma-Bellevue, WA Metro Area')",0.006286795066464211
"('Atlanta-Sandy Springs-Roswell, GA Metro Area', 'Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area')",0.006126961293588002
"('Chicago-Naperville-Elgin, IL-IN-WI Metro Area', 'Denver-Aurora-Lakewood, CO Metro Area')",0.006126961293588002
"('Houston-The Woodlands-Sugar Land, TX Metro Area', 'Dallas-Fort Worth-Arlington, TX Metro Area')",0.005687418418178428
"('El Paso, TX Metro Area', 'Dallas-Fort Worth-Arlington, TX Metro Area')",0.005274514504914889
"('Omaha-Council Bluffs, NE-IA Metro Area', 'Chicago-Naperville-Elgin, IL-IN-WI Metro Area')",0.005254535283305363
"('Pensacola-Ferry Pass-Brent, FL Metro Area', 'San Diego-Carlsbad, CA Metro Area')",0.00516795865633075
"('Fargo, ND-MN Metro Area', 'Minneapolis-St. Paul-Bloomington, MN-WI Metro Area')",0.005147979434721224
"('Montgomery, AL Metro Area', 'Birmingham-Hoover, AL Metro Area')",0.005147979434721224
"('Lincoln, NE Metro Area', 'Omaha-Council Bluffs, NE-IA Metro Area')",0.005147979434721224
"('Vallejo-Fairfield, CA Metro Area', 'San Francisco-Oakland-Hayward, CA Metro Area')",0.005147979434721224
"('Albany-Schenectady-Troy, NY Metro Area', 'New York-Newark-Jersey City, NY-NJ-PA Metro Area')",0.005141319694184715
"('Cleveland-Elyria, OH Metro Area', 'Akron, OH Metro Area')",0.005141319694184715
"('Reno, NV Metro Area', 'Las Vegas-Henderson-Paradise, NV Metro Area')",0.005141319694184715
"('Kalamazoo-Portage, MI Metro Area', 'Detroit-Warren-Dearborn, MI Metro Area')",0.005141319694184715
"('Shreveport-Bossier City, LA Metro Area', 'Dallas-Fort Worth-Arlington, TX Metro Area')",0.005141319694184715
"('Savannah, GA Metro Area', 'Atlanta-Sandy Springs-Roswell, GA Metro Area')",0.005141319694184715
"('Ogden-Clearfield, UT Metro Area', 'Salt Lake City, UT Metro Area')",0.005141319694184715
"('Salem, OR Metro Area', 'Portland-Vancouver-Hillsboro, OR-WA Metro Area')",0.005141319694184715
"('Medford, OR Metro Area', 'Portland-Vancouver-Hillsboro, OR-WA Metro Area')",0.005141319694184715
"('Tucson, AZ Metro Area', 'Phoenix-Mesa-Scottsdale, AZ Metro Area')",0.005134659953648206
"('Rochester, NY Metro Area', 'New York-Newark-Jersey City, NY-NJ-PA Metro Area')",0.005128000213111697
"('Anchorage, AK Metro Area', 'New York-Newark-Jersey City, NY-NJ-PA Metro Area')",0.005128000213111697
"('Modesto, CA Metro Area', 'Stockton-Lodi, CA Metro Area')",0.0051213404725751885
"('Bridgeport-Stamford-Norwalk, CT Metro Area', 'New York-Newark-Jersey City, NY-NJ-PA Metro Area')",0.00511468073203868
"('Knoxville, TN Metro Area', 'Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area')",0.00511468073203868
"('Richmond, VA Metro Area', 'Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area')",0.00511468073203868
"('Johnson City, TN Metro Area', 'Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area')",0.00511468073203868
"('San Jose-Sunnyvale-Santa Clara, CA Metro Area', 'San Francisco-Oakland-Hayward, CA Metro Area')",0.00511468073203868
"('Lakeland-Winter Haven, FL Metro Area', 'Orlando-Kissimmee-Sanford, FL Metro Area')",0.005108020991502172
"('Fresno, CA Metro Area', 'San Francisco-Oakland-Hayward, CA Metro Area')",0.005101361250965663
"('Grand Rapids-Wyoming, MI Metro Area', 'Detroit-Warren-Dearborn, MI Metro Area')",0.005101361250965663
"('York-Hanover, PA Metro Area', 'Baltimore-Columbia-Towson, MD Metro Area')",0.005088041769892645
"('Oklahoma City, OK Metro Area', 'Dallas-Fort Worth-Arlington, TX Metro Area')",0.005074722288819628
"('North Port-Sarasota-Bradenton, FL Metro Area', 'Tampa-St. Petersburg-Clearwater, FL Metro Area')",0.005074722288819628
"('Akron, OH Metro Area', 'Cleveland-Elyria, OH Metro Area')",0.005074722288819628
"('Fayetteville-Springdale-Rogers, AR-MO Metro Area', 'Dallas-Fort Worth-Arlington, TX Metro Area')",0.0050614028077466105
"('New York-Newark-Jersey City, NY-NJ-PA Metro Area', 'Albany-Schenectady-Troy, NY Metro Area')",0.005034763845600576
"('Miami-Fort Lauderdale-West Palm Beach, FL Metro Area', 'Port St. Lucie, FL Metro Area')",0.005034763845600576
"('Portland-Vancouver-Hillsboro, OR-WA Metro Area', 'Medford, OR Metro Area')",0.005034763845600576
"('Columbia, MO Metro Area', 'St. Louis, MO-IL Metro Area')",0.005034763845600576
"('Salt Lake City, UT Metro Area', 'Ogden-Clearfield, UT Metro Area')",0.005034763845600576
"('Portland-Vancouver-Hillsboro, OR-WA Metro Area', 'Salem, OR Metro Area')",0.005028104105064067
"('Seattle-Tacoma-Bellevue, WA Metro Area', 'Anchorage, AK Metro Area')",0.005028104105064067
"('Detroit-Warren-Dearborn, MI Metro Area', 'Saginaw, MI Metro Area')",0.005021444364527558
"('Dayton, OH Metro Area', 'Cincinnati, OH-KY-IN Metro Area')",0.005021444364527558
"('Missoula, MT Metro Area', ""Coeur d'Alene, ID Metro Area"")",0.005014784623991049
"('Dallas-Fort Worth-Arlington, TX Metro Area', 'Midland, TX Metro Area')",0.005014784623991049
"('Milwaukee-Waukesha-West Allis, WI Metro Area', 'Oshkosh-Neenah, WI Metro Area')",0.0050081248834545405
"('Des Moines-West Des Moines, IA Metro Area', 'Phoenix-Mesa-Scottsdale, AZ Metro Area')",0.0050081248834545405
"('New York-Newark-Jersey City, NY-NJ-PA Metro Area', 'Bridgeport-Stamford-Norwalk, CT Metro Area')",0.0050081248834545405
"('New York-Newark-Jersey City, NY-NJ-PA Metro Area', 'Hartford-West Hartford-East Hartford, CT Metro Area')",0.0050081248834545405
"('Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area', 'Charleston, WV Metro Area')",0.0050081248834545405
"('Los Angeles-Long Beach-Anaheim, CA Metro Area', 'Bakersfield, CA Metro Area')",0.0050014651429180325
"('Dallas-Fort Worth-Arlington, TX Metro Area', 'Oklahoma City, OK Metro Area')",0.004994805402381524
"('Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area', 'Lancaster, PA Metro Area')",0.004994805402381524
"('Baltimore-Columbia-Towson, MD Metro Area', 'York-Hanover, PA Metro Area')",0.004994805402381524
"('Iowa City, IA Metro Area', 'Cedar Rapids, IA Metro Area')",0.004994805402381524
"('Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area', 'Harrisburg-Carlisle, PA Metro Area')",0.004988145661845015
"('Los Angeles-Long Beach-Anaheim, CA Metro Area', 'Fresno, CA Metro Area')",0.004988145661845015
"('Detroit-Warren-Dearborn, MI Metro Area', 'Kalamazoo-Portage, MI Metro Area')",0.004988145661845015
"('Charlotte-Concord-Gastonia, NC-SC Metro Area', 'Columbia, SC Metro Area')",0.004988145661845015
"('San Francisco-Oakland-Hayward, CA Metro Area', 'Reno, NV Metro Area')",0.004981485921308506
"('San Francisco-Oakland-Hayward, CA Metro Area', 'Sacramento--Roseville--Arden-Arcade, CA Metro Area')",0.004974826180771997
"('Seattle-Tacoma-Bellevue, WA Metro Area', 'Spokane-Spokane Valley, WA Metro Area')",0.004974826180771997
"('Hartford-West Hartford-East Hartford, CT Metro Area', 'New York-Newark-Jersey City, NY-NJ-PA Metro Area')",0.004968166440235488
"('Los Angeles-Long Beach-Anaheim, CA Metro Area', 'Las Vegas-Henderson-Paradise, NV Metro Area')",0.004954846959162471
"('Durham-Chapel Hill, NC Metro Area', 'Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area')",0.004954846959162471
"('Los Angeles-Long Beach-Anaheim, CA Metro Area', 'San Diego-Carlsbad, CA Metro Area')",0.004954846959162471
"('Dallas-Fort Worth-Arlington, TX Metro Area', 'Tulsa, OK Metro Area')",0.0049481872186259625
"('Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area', 'Virginia Beach-Norfolk-Newport News, VA-NC Metro Area')",0.004941527478089454
"('Miami-Fort Lauderdale-West Palm Beach, FL Metro Area', 'Gainesville, FL Metro Area')",0.004941527478089454
"('Chattanooga, TN-GA Metro Area', 'Atlanta-Sandy Springs-Roswell, GA Metro Area')",0.004941527478089454
"('New Orleans-Metairie, LA Metro Area', 'Gulfport-Biloxi-Pascagoula, MS Metro Area')",0.004921548256479928
"('Atlanta-Sandy Springs-Roswell, GA Metro Area', 'Chattanooga, TN-GA Metro Area')",0.004901569034870401
"('Iowa City, IA Metro Area', 'Chicago-Naperville-Elgin, IL-IN-WI Metro Area')",0.004901569034870401
"('Greenville-Anderson-Mauldin, SC Metro Area', 'Atlanta-Sandy Springs-Roswell, GA Metro Area')",0.004888249553797385
"('Raleigh, NC Metro Area', 'Durham-Chapel Hill, NC Metro Area')",0.004881589813260876
"('Chicago-Naperville-Elgin, IL-IN-WI Metro Area', 'Grand Rapids-Wyoming, MI Metro Area')",0.004874930072724367
"('Gulfport-Biloxi-Pascagoula, MS Metro Area', 'Houston-The Woodlands-Sugar Land, TX Metro Area')",0.004874930072724367
"('Knoxville, TN Metro Area', 'Johnson City, TN Metro Area')",0.004868270332187858
"('Cincinnati, OH-KY-IN Metro Area', 'Dayton, OH Metro Area')",0.004861610591651349
"('Baton Rouge, LA Metro Area', 'Houston-The Woodlands-Sugar Land, TX Metro Area')",0.004854950851114841
"('New York-Newark-Jersey City, NY-NJ-PA Metro Area', 'North Port-Sarasota-Bradenton, FL Metro Area')",0.004821652148432297
"('Chicago-Naperville-Elgin, IL-IN-WI Metro Area', 'Memphis, TN-MS-AR Metro Area')",0.004795013186286262
"('Syracuse, NY Metro Area', 'New York-Newark-Jersey City, NY-NJ-PA Metro Area')",0.004795013186286262
"('New York-Newark-Jersey City, NY-NJ-PA Metro Area', 'Tampa-St. Petersburg-Clearwater, FL Metro Area')",0.0047816937052132455
"('Indianapolis-Carmel-Anderson, IN Metro Area', 'Louisville/Jefferson County, KY-IN Metro Area')",0.00475505474306721
"('Cincinnati, OH-KY-IN Metro Area', 'Lexington-Fayette, KY Metro Area')",0.004741735261994193
"('Birmingham-Hoover, AL Metro Area', 'Huntsville, AL Metro Area')",0.0047284157809211755
"('Sioux Falls, SD Metro Area', 'Minneapolis-St. Paul-Bloomington, MN-WI Metro Area')",0.004701776818775141
"('Houston-The Woodlands-Sugar Land, TX Metro Area', 'El Paso, TX Metro Area')",0.004701776818775141
"('New Orleans-Metairie, LA Metro Area', 'Houston-The Woodlands-Sugar Land, TX Metro Area')",0.004688457337702123
"('Los Angeles-Long Beach-Anaheim, CA Metro Area', 'Urban Honolulu, HI Metro Area')",0.004608540451264019
"('Fayetteville-Springdale-Rogers, AR-MO Metro Area', 'Little Rock-North Little Rock-Conway, AR Metro Area')",0.004581901489117984
"('San Antonio-New Braunfels, TX Metro Area', 'Dallas-Fort Worth-Arlington, TX Metro Area')",0.00455526252697195
"('Kansas City, MO-KS Metro Area', 'Dallas-Fort Worth-Arlington, TX Metro Area')",0.004468685899997336
"('Charlotte-Concord-Gastonia, NC-SC Metro Area', 'Greenville-Anderson-Mauldin, SC Metro Area')",0.004422067716241775
"('Urban Honolulu, HI Metro Area', 'Los Angeles-Long Beach-Anaheim, CA Metro Area')",0.004275553424438584
"('Tallahassee, FL Metro Area', 'Miami-Fort Lauderdale-West Palm Beach, FL Metro Area')",0.004248914462292549
"('Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area', 'Pensacola-Ferry Pass-Brent, FL Metro Area')",0.004202296278536988
"('Houston-The Woodlands-Sugar Land, TX Metro Area', 'Austin-Round Rock, TX Metro Area')",0.0040091638029782365
"('Austin-Round Rock, TX Metro Area', 'Houston-The Woodlands-Sugar Land, TX Metro Area')",0.0039558858786861665
"('Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area', 'Houston-The Woodlands-Sugar Land, TX Metro Area')",0.003796052105809958
"('Chicago-Naperville-Elgin, IL-IN-WI Metro Area', 'Cincinnati, OH-KY-IN Metro Area')",0.0037161352193718533
"('Atlanta-Sandy Springs-Roswell, GA Metro Area', 'Miami-Fort Lauderdale-West Palm Beach, FL Metro Area')",0.003676176776152801
"('Atlanta-Sandy Springs-Roswell, GA Metro Area', 'Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area')",0.003463065078984523
"('Dallas-Fort Worth-Arlington, TX Metro Area', 'Austin-Round Rock, TX Metro Area')",0.0034231066357654706
"('Miami-Fort Lauderdale-West Palm Beach, FL Metro Area', 'Atlanta-Sandy Springs-Roswell, GA Metro Area')",0.003289911825035297
"('Seattle-Tacoma-Bellevue, WA Metro Area', 'Portland-Vancouver-Hillsboro, OR-WA Metro Area')",0.003176696235914649
"('San Antonio-New Braunfels, TX Metro Area', 'Houston-The Woodlands-Sugar Land, TX Metro Area')",0.0030834598684035272
"('Chicago-Naperville-Elgin, IL-IN-WI Metro Area', 'Phoenix-Mesa-Scottsdale, AZ Metro Area')",0.0030301819441114577
"('Dallas-Fort Worth-Arlington, TX Metro Area', 'Denver-Aurora-Lakewood, CO Metro Area')",0.002976904019819388
"('Killeen-Temple, TX Metro Area', 'Dallas-Fort Worth-Arlington, TX Metro Area')",0.002850368949625723
"('Green Bay, WI Metro Area', 'Minneapolis-St. Paul-Bloomington, MN-WI Metro Area')",0.0026772156956764966
"('Billings, MT Metro Area', 'Denver-Aurora-Lakewood, CO Metro Area')",0.0026372572524574443
"('Evansville, IN-KY Metro Area', 'Indianapolis-Carmel-Anderson, IN Metro Area')",0.002623937771384427
"('Minneapolis-St. Paul-Bloomington, MN-WI Metro Area', 'Sioux Falls, SD Metro Area')",0.002617278030847918
"('Colorado Springs, CO Metro Area', 'Denver-Aurora-Lakewood, CO Metro Area')",0.0026106182903114098
